"affy_hg_u133_plus_2"	"hgnc_symbol"
"732"	"233563_s_at"	"MIR6727"
"733"	"233625_x_at"	"MIR6727"
"734"	"224312_x_at"	"MIR6727"
"735"	"217994_x_at"	"MIR6727"
"736"	"234529_at"	""
"737"	"224552_s_at"	""
"738"	"219883_at"	""
"739"	"221821_s_at"	""
"740"	"215071_s_at"	"HIST1H2AC"
"741"	"202108_at"	"PEPD"
"742"	"212593_s_at"	"MIR4680"
"743"	"220006_at"	"EFCC1"
"744"	"242032_at"	"KIDINS220"
"745"	"212162_at"	"KIDINS220"
"746"	"212163_at"	"KIDINS220"
"747"	"1557246_at"	"KIDINS220"
"748"	"214932_at"	"KIDINS220"
"749"	"220451_s_at"	"MIR3196"
"750"	"239629_at"	"RNU7-45P"
"751"	"1553677_a_at"	"TIPRL"
"752"	"214773_x_at"	"TIPRL"
"753"	"228619_x_at"	"TIPRL"
"754"	"1554351_a_at"	"TIPRL"
"755"	"244631_at"	""
"756"	"241624_at"	""
"757"	"58696_at"	"MIR6847"
"758"	"218695_at"	"MIR6847"
"759"	"229950_s_at"	""
"760"	"220101_x_at"	""
"761"	"228337_at"	"PWWP2A"
"762"	"228336_at"	"PWWP2A"
"763"	"226720_at"	"PWWP2A"
"764"	"1553568_a_at"	"HIST1H1T"
"765"	"218929_at"	"CDKN2AIP"
"766"	"210414_at"	"FLRT1"
"767"	"222352_at"	"FBXO31"
"768"	"224162_s_at"	"FBXO31"
"769"	"236873_at"	"FBXO31"
"770"	"210656_at"	"MIR6755"
"771"	"209572_s_at"	"MIR6755"
"772"	"239780_at"	"RNU6-37P"
"773"	"220011_at"	"AUNIP"
"774"	"222946_s_at"	"AUNIP"
"775"	"243768_at"	"RNU6-1016P"
"776"	"211132_at"	""
"777"	"240123_at"	"PEX26"
"778"	"235098_at"	"PEX26"
"779"	"219180_s_at"	"PEX26"
"780"	"220069_at"	"PEX26"
"781"	"238568_s_at"	"NPC1"
"782"	"202679_at"	"NPC1"
"783"	"217584_at"	"NPC1"
"784"	"213545_x_at"	"SNX3"
"785"	"200067_x_at"	"SNX3"
"786"	"210648_x_at"	"SNX3"
"787"	"216856_s_at"	""
"788"	"226852_at"	"MTA3"
"789"	"223311_s_at"	"MTA3"
"790"	"229795_at"	"MIRLET7I"
"791"	"203611_at"	"TERF2"
"792"	"235872_at"	"TERF2"
"793"	"229790_at"	"TERF2"
"794"	"1555185_x_at"	"TERF2"
"795"	"1555183_at"	"TERF2"
"796"	"214203_s_at"	""
"797"	"1557601_s_at"	""
"798"	"244002_at"	"RNU4-78P"
"799"	"210980_s_at"	"ASAH1"
"800"	"1555419_a_at"	"ASAH1"
"801"	"213702_x_at"	"ASAH1"
"802"	"213902_at"	"ASAH1"
"803"	"204306_s_at"	"CD151"
"804"	"210778_s_at"	"MIR4800"
"805"	"210034_s_at"	"SNORA66"
"806"	"217873_at"	"CAB39"
"807"	"224311_s_at"	"CAB39"
"808"	"226144_at"	"MIR1909"
"809"	"239830_at"	""
"810"	"201492_s_at"	""
"811"	"1555612_s_at"	"G6PC"
"812"	"206952_at"	"G6PC"
"813"	"220436_at"	""
"814"	"223689_at"	""
"815"	"205614_x_at"	"MST1"
"816"	"216320_x_at"	"MST1"
"817"	"35436_at"	""
"818"	"211059_s_at"	""
"819"	"204384_at"	""
"820"	"206227_at"	"CILP"
"821"	"207226_at"	""
"822"	"206955_at"	""
"823"	"234915_s_at"	""
"824"	"220398_at"	"RNU6-172P"
"825"	"218290_at"	"MIR1227"
"826"	"219839_x_at"	""
"827"	"219188_s_at"	"MACROD1"
"828"	"210386_s_at"	"MTX1"
"829"	"1557601_s_at"	"KIAA1257"
"830"	"232250_at"	"KIAA1257"
"831"	"1554852_a_at"	"KIAA1257"
"832"	"224719_s_at"	"RNU7-1"
"833"	"237410_x_at"	"MIR122"
"834"	"242159_at"	""
"835"	"221821_s_at"	"SNORA34"
"836"	"241365_at"	"SATB1"
"837"	"203408_s_at"	"SATB1"
"838"	"221798_x_at"	"SNORA10"
"839"	"203107_x_at"	"SNORA10"
"840"	"201104_x_at"	""
"841"	"212854_x_at"	""
"842"	"215434_x_at"	""
"843"	"231363_at"	"LELP1"
"844"	"225065_x_at"	"SNORD65"
"845"	"204822_at"	"TTK"
"846"	"216910_at"	"XPNPEP2"
"847"	"206484_s_at"	"XPNPEP2"
"848"	"223559_s_at"	"INIP"
"849"	"235917_at"	"INIP"
"850"	"223558_at"	"INIP"
"851"	"239363_at"	"INIP"
"852"	"1569750_at"	""
"853"	"211276_at"	"TCEAL2"
"854"	"201184_s_at"	"CHD4"
"855"	"201183_s_at"	"CHD4"
"856"	"201182_s_at"	"CHD4"
"857"	"200715_x_at"	"SNORD35A"
"858"	"201782_s_at"	"MIR6752"
"859"	"235004_at"	"RBM24"
"860"	"211668_s_at"	"PLAU"
"861"	"205479_s_at"	"PLAU"
"862"	"211738_x_at"	"CELA3A"
"863"	"200016_x_at"	"HNRNPA1P35"
"864"	"230148_at"	"AHSA2"
"865"	"226334_s_at"	"AHSA2"
"866"	"212980_at"	"AHSA2"
"867"	"226665_at"	"AHSA2"
"868"	"202003_s_at"	"RNU6-29P"
"869"	"239950_at"	""
"870"	"204820_s_at"	"BTN3A2"
"871"	"209846_s_at"	"BTN3A2"
"872"	"212613_at"	"BTN3A2"
"873"	"232402_at"	""
"874"	"221154_at"	"TRIM49B"
"875"	"204724_s_at"	"COL9A3"
"876"	"200725_x_at"	"SNORA70"
"877"	"221989_at"	"SNORA70"
"878"	"223578_x_at"	""
"879"	"231735_s_at"	""
"880"	"223577_x_at"	""
"881"	"1568916_at"	"SPIRE2"
"882"	"227706_at"	"SPIRE2"
"883"	"243594_x_at"	"SPIRE2"
"884"	"1569723_a_at"	"SPIRE2"
"885"	"226284_at"	"ZBTB2"
"886"	"1570569_at"	""
"887"	"230353_at"	"MIR497"
"888"	"227919_at"	""
"889"	"214027_x_at"	"DES"
"890"	"202222_s_at"	"DES"
"891"	"244669_at"	"SNORD50B"
"892"	"225155_at"	"SNORD50B"
"893"	"223637_s_at"	"FAM160A2"
"894"	"212563_at"	"MIR7112"
"895"	"240627_x_at"	"MSANTD4"
"896"	"227418_at"	"MSANTD4"
"897"	"223799_at"	"MSANTD4"
"898"	"1563969_at"	""
"899"	"237322_at"	""
"900"	"232680_at"	"HDGFL1"
"901"	"224559_at"	""
"902"	"239130_at"	"MIR101-1"
"903"	"208246_x_at"	""
"904"	"202217_at"	""
"905"	"210667_s_at"	""
"906"	"1555358_a_at"	"ENTPD4"
"907"	"204076_at"	"ENTPD4"
"908"	"204077_x_at"	"ENTPD4"
"909"	"231245_s_at"	""
"910"	"1560834_a_at"	""
"911"	"206547_s_at"	"PPEF1"
"912"	"232642_at"	"MIR1224"
"913"	"1564802_at"	""
"914"	"241031_at"	"C2CD4A"
"915"	"228214_at"	"MIR6073"
"916"	"202306_at"	"POLR2G"
"917"	"243078_at"	"POLR2G"
"918"	"244354_at"	""
"919"	"215287_at"	""
"920"	"234223_at"	"RN7SL301P"
"921"	"235382_at"	"LVRN"
"922"	"1565918_a_at"	"LVRN"
"923"	"228047_at"	"SNORA72"
"924"	"232200_at"	""
"925"	"213843_x_at"	""
"926"	"210854_x_at"	""
"927"	"215812_s_at"	""
"928"	"217148_x_at"	"MIR650"
"929"	"205916_at"	"S100A7A"
"930"	"232170_at"	"S100A7A"
"931"	"212988_x_at"	""
"932"	"221607_x_at"	""
"933"	"201550_x_at"	""
"934"	"212363_x_at"	""
"935"	"213214_x_at"	""
"936"	"211970_x_at"	""
"937"	"224585_x_at"	""
"938"	"211995_x_at"	""
"939"	"211983_x_at"	""
"940"	"223295_s_at"	"LUC7L"
"941"	"1557067_s_at"	"LUC7L"
"942"	"223546_x_at"	"LUC7L"
"943"	"220143_x_at"	"LUC7L"
"944"	"1557066_at"	"LUC7L"
"945"	"204739_at"	"CENPC"
"946"	"228983_at"	"NCBP3"
"947"	"222779_s_at"	"NCBP3"
"948"	"229342_at"	"NCBP3"
"949"	"236384_at"	"NCBP3"
"950"	"218896_s_at"	"NCBP3"
"951"	"1555557_a_at"	"MIR6829"
"952"	"242832_at"	"MIR6883"
"953"	"232867_at"	""
"954"	"238107_at"	""
"955"	"236490_at"	""
"956"	"217332_at"	"CTAGE11P"
"957"	"237137_at"	"SCARNA2"
"958"	"211324_s_at"	"RGPD5"
"959"	"201711_x_at"	"RGPD5"
"960"	"212842_x_at"	"RGPD5"
"961"	"210676_x_at"	"RGPD5"
"962"	"242712_x_at"	"RGPD5"
"963"	"1561394_s_at"	"KIAA1755"
"964"	"231893_at"	"KIAA1755"
"965"	"241594_at"	""
"966"	"227922_x_at"	""
"967"	"228839_s_at"	""
"968"	"217350_at"	"MIR492"
"969"	"243233_at"	"RNU6-82P"
"970"	"230886_at"	""
"971"	"224425_x_at"	""
"972"	"224424_x_at"	""
"973"	"224426_s_at"	""
"974"	"227055_at"	"METTL7B"
"975"	"222028_at"	"ZNF45"
"976"	"207304_at"	"ZNF45"
"977"	"235282_at"	""
"978"	"224468_s_at"	"SNORD88B"
"979"	"220823_at"	""
"980"	"222675_s_at"	"BAIAP2L1"
"981"	"227371_at"	"BAIAP2L1"
"982"	"227372_s_at"	"BAIAP2L1"
"983"	"229798_s_at"	"BAIAP2L1"
"984"	"209229_s_at"	"MIR6804"
"985"	"218750_at"	"SNORD6"
"986"	"217723_x_at"	""
"987"	"1558577_at"	""
"988"	"200858_s_at"	"SNORD38A"
"989"	"1557135_at"	""
"990"	"200038_s_at"	"SNORD58A"
"991"	"200987_x_at"	"PSME3"
"992"	"209853_s_at"	"PSME3"
"993"	"209852_x_at"	"PSME3"
"994"	"200988_s_at"	"PSME3"
"995"	"33132_at"	"MIR939"
"996"	"201639_s_at"	"MIR939"
"997"	"1570411_at"	""
"998"	"223938_at"	"TEX35"
"999"	"1563876_at"	"TEX35"
"1000"	"1555277_a_at"	"SLC4A5"
"1001"	"221723_s_at"	"SLC4A5"
"1002"	"218346_s_at"	"SESN1"
"1003"	"236512_at"	"SESN1"
"1004"	"238063_at"	"TMEM154"
"1005"	"242017_at"	""
"1006"	"1556744_a_at"	""
"1007"	"1556743_at"	""
"1008"	"205833_s_at"	""
"1009"	"204206_at"	"MNT"
"1010"	"236749_at"	"MNT"
"1011"	"218484_at"	"NDUFA4L2"
"1012"	"223796_at"	"CNTNAP3"
"1013"	"244065_at"	"CNTNAP3"
"1014"	"233202_at"	"CNTNAP3"
"1015"	"220436_at"	"CNTNAP3"
"1016"	"232362_at"	"CCDC18"
"1017"	"236665_at"	"CCDC18"
"1018"	"205603_s_at"	"DIAPH2"
"1019"	"217246_s_at"	"DIAPH2"
"1020"	"205726_at"	"DIAPH2"
"1021"	"232053_x_at"	"RHBDD2"
"1022"	"222995_s_at"	"RHBDD2"
"1023"	"1564028_s_at"	"TCAF2"
"1024"	"1564027_a_at"	"TCAF2"
"1025"	"239315_at"	"TCAF2"
"1026"	"214003_x_at"	"SNORD54"
"1027"	"232355_at"	"SNORD114-3"
"1028"	"1558678_s_at"	""
"1029"	"224558_s_at"	""
"1030"	"229185_at"	"MIR3650"
"1031"	"217321_x_at"	""
"1032"	"227022_at"	"GNPDA2"
"1033"	"1560734_at"	""
"1034"	"1560735_s_at"	""
"1035"	"228049_x_at"	"SNORD60"
"1036"	"203460_s_at"	"PSEN1"
"1037"	"207782_s_at"	"PSEN1"
"1038"	"238816_at"	"PSEN1"
"1039"	"226577_at"	"PSEN1"
"1040"	"229697_at"	"HIRIP3"
"1041"	"204504_s_at"	"HIRIP3"
"1042"	"61732_r_at"	"IFT74"
"1043"	"219174_at"	"IFT74"
"1044"	"208795_s_at"	"MIR106B"
"1045"	"219876_s_at"	""
"1046"	"223203_at"	"FAM156A"
"1047"	"231564_at"	""
"1048"	"202237_at"	""
"1049"	"1559188_x_at"	"RNU6-322P"
"1050"	"1559186_at"	"RNU6-322P"
"1051"	"232784_at"	""
"1052"	"239720_at"	""
"1053"	"226451_at"	""
"1054"	"232887_at"	"PIRT"
"1055"	"209830_s_at"	"SLC9A3R2"
"1056"	"224294_at"	""
"1057"	"226693_at"	""
"1058"	"227466_at"	"FAM200B"
"1059"	"236321_at"	"FAM200B"
"1060"	"227270_at"	"FAM200B"
"1061"	"203957_at"	""
"1062"	"221298_s_at"	"SLC22A8"
"1063"	"231352_at"	"SLC22A8"
"1064"	"223484_at"	"MIR147B"
"1065"	"209955_s_at"	"FAP"
"1066"	"243902_at"	""
"1067"	"238213_at"	"MIR5188"
"1068"	"AFFX-M27830_5_at"	""
"1069"	"222019_at"	"MIR6834"
"1070"	"222029_x_at"	"MIR6834"
"1071"	"242048_at"	"MIR6834"
"1072"	"233588_x_at"	"MIR6834"
"1073"	"202538_s_at"	"CHMP2B"
"1074"	"202536_at"	"CHMP2B"
"1075"	"202537_s_at"	"CHMP2B"
"1076"	"214805_at"	"SNORA48"
"1077"	"208763_s_at"	"TSC22D3"
"1078"	"207001_x_at"	"TSC22D3"
"1079"	"239275_at"	"FRMPD2"
"1080"	"201779_s_at"	"RNF13"
"1081"	"201780_s_at"	"RNF13"
"1082"	"210450_at"	"MIR5195"
"1083"	"238896_at"	"ST3GAL2"
"1084"	"205346_at"	"ST3GAL2"
"1085"	"217650_x_at"	"ST3GAL2"
"1086"	"229336_at"	"ST3GAL2"
"1087"	"240284_x_at"	"MIR200C"
"1088"	"232018_at"	"LENG1"
"1089"	"210190_at"	"STX11"
"1090"	"218028_at"	"MIR6734"
"1091"	"208729_x_at"	"MIR6891"
"1092"	"209140_x_at"	"MIR6891"
"1093"	"228305_at"	"ZNF565"
"1094"	"1557293_at"	"MIR570"
"1095"	"AFFX-HUMRGE/M10098_5_at"	"MIR3687-2"
"1096"	"212186_at"	"ACACA"
"1097"	"214358_at"	"ACACA"
"1098"	"217521_at"	"HAL"
"1099"	"206643_at"	"HAL"
"1100"	"234756_at"	"MIR935"
"1101"	"216469_at"	"ZNF355P"
"1102"	"242871_at"	""
"1103"	"207917_at"	""
"1104"	"237217_at"	"MIR3152"
"1105"	"210424_s_at"	"MIR1233-1"
"1106"	"200049_at"	"KAT7"
"1107"	"207099_s_at"	"CHM"
"1108"	"227871_at"	"CHM"
"1109"	"1569183_a_at"	"CHM"
"1110"	"231061_at"	"MIR367"
"1111"	"231681_x_at"	""
"1112"	"211939_x_at"	"BTF3"
"1113"	"208517_x_at"	"BTF3"
"1114"	"214800_x_at"	"BTF3"
"1115"	"229318_at"	"NUTM2B-AS1"
"1116"	"1558794_at"	"NUTM2B-AS1"
"1117"	"227724_at"	"NUTM2B-AS1"
"1118"	"235730_at"	"NUTM2B-AS1"
"1119"	"1557513_a_at"	""
"1120"	"207908_at"	"KRT2"
"1121"	"208273_at"	"ZNF695"
"1122"	"204671_s_at"	"ANKRD6"
"1123"	"204672_s_at"	"ANKRD6"
"1124"	"224513_s_at"	"UBQLN4"
"1125"	"1557433_at"	"CLCC1"
"1126"	"213628_at"	"CLCC1"
"1127"	"1555543_a_at"	"CLCC1"
"1128"	"207855_s_at"	"CLCC1"
"1129"	"1555123_at"	"ST6GAL2"
"1130"	"228821_at"	"ST6GAL2"
"1131"	"218163_at"	"MCTS1"
"1132"	"230235_at"	"MCTS1"
"1133"	"240710_at"	"RNU4-82P"
"1134"	"210015_s_at"	"MAP2"
"1135"	"225540_at"	"MAP2"
"1136"	"200680_x_at"	"HMGB1P10"
"1137"	"202283_at"	"SERPINF1"
"1138"	"210042_s_at"	"CTSZ"
"1139"	"210484_s_at"	"TNFRSF10C"
"1140"	"210483_at"	"TNFRSF10C"
"1141"	"211163_s_at"	"TNFRSF10C"
"1142"	"206222_at"	"TNFRSF10C"
"1143"	"216629_at"	""
"1144"	"208795_s_at"	"MIR93"
"1145"	"210142_x_at"	"FLOT1"
"1146"	"208749_x_at"	"FLOT1"
"1147"	"208748_s_at"	"FLOT1"
"1148"	"203170_at"	"RRP8"
"1149"	"203171_s_at"	"RRP8"
"1150"	"235102_x_at"	"SNORD3D"
"1151"	"234386_s_at"	""
"1152"	"1557345_at"	""
"1153"	"220152_at"	"C10orf95"
"1154"	"1557863_at"	"PLA2G4E-AS1"
"1155"	"1557864_x_at"	"PLA2G4E-AS1"
"1156"	"219111_s_at"	"MIR7106"
"1157"	"1562981_at"	""
"1158"	"235934_at"	"NAPA-AS1"
"1159"	"239362_at"	"NAPA-AS1"
"1160"	"200888_s_at"	"SNORA21"
"1161"	"219481_at"	"TTC13"
"1162"	"224917_at"	"MIR21"
"1163"	"215439_x_at"	""
"1164"	"244385_at"	""
"1165"	"213762_x_at"	""
"1166"	"200664_s_at"	"DNAJB1"
"1167"	"200666_s_at"	"DNAJB1"
"1168"	"231556_at"	"DNAJB1"
"1169"	"227506_at"	"SLC16A9"
"1170"	"226310_at"	"RICTOR"
"1171"	"226312_at"	"RICTOR"
"1172"	"228248_at"	"RICTOR"
"1173"	"1552734_at"	"RICTOR"
"1174"	"240559_at"	"IZUMO2"
"1175"	"1566340_at"	"SNORD8"
"1176"	"207646_s_at"	"CDY1B"
"1177"	"207647_at"	"CDY1B"
"1178"	"223796_at"	"CNTNAP3B"
"1179"	"244065_at"	"CNTNAP3B"
"1180"	"233202_at"	"CNTNAP3B"
"1181"	"220436_at"	"CNTNAP3B"
"1182"	"238943_at"	"FIBCD1"
"1183"	"240042_at"	"FIBCD1"
"1184"	"224583_at"	"COTL1"
"1185"	"221059_s_at"	"COTL1"
"1186"	"1556346_at"	"COTL1"
"1187"	"1562488_at"	"MIR6788"
"1188"	"1570167_at"	""
"1189"	"240284_x_at"	"MIR141"
"1190"	"237430_at"	"MIR141"
"1191"	"244498_x_at"	""
"1192"	"1564050_at"	""
"1193"	"242856_at"	"SNORD114-10"
"1194"	"227386_s_at"	"TMEM200B"
"1195"	"204881_s_at"	"UGCG"
"1196"	"221765_at"	"UGCG"
"1197"	"224967_at"	"UGCG"
"1198"	"1557121_s_at"	""
"1199"	"205224_at"	"SURF2"
"1200"	"214432_at"	"ATP1A3"
"1201"	"210123_s_at"	"CHRNA7"
"1202"	"236385_at"	"CHRNA7"
"1203"	"226867_at"	"DENND4C"
"1204"	"205684_s_at"	"DENND4C"
"1205"	"234968_at"	"DENND4C"
"1206"	"210501_x_at"	"EIF3K"
"1207"	"212716_s_at"	"EIF3K"
"1208"	"221494_x_at"	"EIF3K"
"1209"	"221071_at"	"EIF3K"
"1210"	"211348_s_at"	"CDC14B"
"1211"	"211347_at"	"CDC14B"
"1212"	"208022_s_at"	"CDC14B"
"1213"	"221555_x_at"	"CDC14B"
"1214"	"221556_at"	"CDC14B"
"1215"	"230887_at"	"CDC14B"
"1216"	"217934_x_at"	"STUB1"
"1217"	"227625_s_at"	"STUB1"
"1218"	"233049_x_at"	"STUB1"
"1219"	"225549_at"	"DDX6"
"1220"	"204909_at"	"DDX6"
"1221"	"239269_at"	"MIR612"
"1222"	"242884_at"	""
"1223"	"1554516_at"	""
"1224"	"1554517_x_at"	""
"1225"	"208751_at"	""
"1226"	"206491_s_at"	""
"1227"	"223768_at"	"SSR4P1"
"1228"	"206170_at"	"ADRB2"
"1229"	"1552910_at"	""
"1230"	"241032_at"	""
"1231"	"234901_at"	"OR5G1P"
"1232"	"231112_at"	"SNRPE"
"1233"	"203316_s_at"	"SNRPE"
"1234"	"220047_at"	"SIRT4"
"1235"	"222248_s_at"	"SIRT4"
"1236"	"1565668_at"	""
"1237"	"227058_at"	"MEDAG"
"1238"	"213166_x_at"	"MZT2A"
"1239"	"205228_at"	"RNU6-343P"
"1240"	"34187_at"	"RNU6-343P"
"1241"	"227129_x_at"	""
"1242"	"238678_at"	""
"1243"	"225899_x_at"	""
"1244"	"1553612_at"	"RNU1-39P"
"1245"	"232571_at"	"CAPN10-AS1"
"1246"	"209002_s_at"	"CALCOCO1"
"1247"	"221425_s_at"	"ISCA1P1"
"1248"	"209273_s_at"	"ISCA1P1"
"1249"	"1555717_at"	""
"1250"	"1555718_x_at"	""
"1251"	"223436_s_at"	"TRPT1"
"1252"	"203231_s_at"	""
"1253"	"232374_s_at"	""
"1254"	"201596_x_at"	""
"1255"	"208750_s_at"	"MIR3620"
"1256"	"211628_x_at"	"FTH1P5"
"1257"	"215544_s_at"	"UBOX5"
"1258"	"204598_at"	"UBOX5"
"1259"	"217828_at"	"SLTM"
"1260"	"231568_at"	"CT47A6"
"1261"	"244051_at"	"RNU6-64P"
"1262"	"238228_at"	"COG3"
"1263"	"223450_s_at"	"COG3"
"1264"	"1554339_a_at"	"COG3"
"1265"	"223247_at"	"MED10"
"1266"	"242738_s_at"	""
"1267"	"208033_s_at"	""
"1268"	"223459_s_at"	"C1orf56"
"1269"	"221222_s_at"	"C1orf56"
"1270"	"230468_s_at"	"C1orf56"
"1271"	"239536_at"	"C1orf56"
"1272"	"242856_at"	"SNORD114-9"
"1273"	"223435_s_at"	"PCDHA12"
"1274"	"210674_s_at"	"PCDHA12"
"1275"	"224212_s_at"	"PCDHA12"
"1276"	"221034_s_at"	"TEX13B"
"1277"	"238850_at"	"MIR9-2"
"1278"	"232325_at"	"RNU1-70P"
"1279"	"218466_at"	"MIR4750"
"1280"	"214395_x_at"	""
"1281"	"212706_at"	""
"1282"	"233333_x_at"	"RNU6-1083P"
"1283"	"216532_x_at"	"GLRX3P2"
"1284"	"219763_at"	"MIR601"
"1285"	"202453_s_at"	"GTF2H1"
"1286"	"202451_at"	"GTF2H1"
"1287"	"242656_at"	"GTF2H1"
"1288"	"1564907_s_at"	"SNORA74A"
"1289"	"1564906_at"	"SNORA74A"
"1290"	"1567682_x_at"	"SNORA74A"
"1291"	"1567681_at"	"SNORA74A"
"1292"	"211491_at"	"ADRA1A"
"1293"	"211492_s_at"	"ADRA1A"
"1294"	"211489_at"	"ADRA1A"
"1295"	"211490_at"	"ADRA1A"
"1296"	"224739_at"	"MIR6821"
"1297"	"238732_at"	"COL24A1"
"1298"	"226524_at"	"C3orf38"
"1299"	"229174_at"	"C3orf38"
"1300"	"205096_at"	"POM121"
"1301"	"213360_s_at"	"POM121"
"1302"	"212178_s_at"	"POM121"
"1303"	"1558844_at"	""
"1304"	"1561198_at"	""
"1305"	"1563229_at"	"MIR15A"
"1306"	"200072_s_at"	"HNRNPM"
"1307"	"1555844_s_at"	"HNRNPM"
"1308"	"233605_x_at"	"HNRNPM"
"1309"	"230392_at"	"HNRNPM"
"1310"	"1555843_at"	"HNRNPM"
"1311"	"216808_at"	"MIR622"
"1312"	"239344_at"	""
"1313"	"226215_s_at"	"KDM2B"
"1314"	"230311_s_at"	"PRDM6"
"1315"	"236577_at"	"PRDM6"
"1316"	"237550_at"	""
"1317"	"230805_at"	"MIR142"
"1318"	"230980_x_at"	"MIR142"
"1319"	"235761_at"	"TPST2"
"1320"	"229449_at"	"TPST2"
"1321"	"204079_at"	"TPST2"
"1322"	"224059_s_at"	"NUMBL"
"1323"	"242195_x_at"	"NUMBL"
"1324"	"222643_s_at"	"BBS1"
"1325"	"218471_s_at"	"BBS1"
"1326"	"216196_at"	"HERC2P8"
"1327"	"1568906_at"	"MIR34C"
"1328"	"207064_s_at"	"AOC2"
"1329"	"1560443_at"	""
"1330"	"231758_at"	""
"1331"	"221392_at"	"TAS2R4"
"1332"	"225995_x_at"	""
"1333"	"233929_x_at"	""
"1334"	"225035_x_at"	""
"1335"	"226340_x_at"	""
"1336"	"1566967_at"	""
"1337"	"235479_at"	"CPEB2"
"1338"	"226939_at"	"CPEB2"
"1339"	"230127_at"	"MIR221"
"1340"	"209189_at"	"FOS"
"1341"	"242609_x_at"	"RNU6-195P"
"1342"	"223590_at"	""
"1343"	"216949_s_at"	"MIR1225"
"1344"	"219811_at"	"MIR1306"
"1345"	"207918_s_at"	"TSPY3"
"1346"	"217160_at"	"TSPY3"
"1347"	"241766_at"	""
"1348"	"230104_s_at"	"TPPP"
"1349"	"206179_s_at"	"TPPP"
"1350"	"231474_at"	"KHDC3L"
"1351"	"220301_at"	"CCDC102B"
"1352"	"219785_s_at"	"C16orf95"
"1353"	"223745_at"	"C16orf95"
"1354"	"219784_at"	"C16orf95"
"1355"	"206954_at"	""
"1356"	"241961_at"	"TECRL"
"1357"	"204477_at"	"RABIF"
"1358"	"204478_s_at"	"RABIF"
"1359"	"229872_s_at"	""
"1360"	"242246_x_at"	"MIR770"
"1361"	"238691_at"	"SCARNA13"
"1362"	"244786_at"	"SCARNA13"
"1363"	"201113_at"	"MIR4721"
"1364"	"220766_at"	"BTG4"
"1365"	"1554362_at"	"BTG4"
"1366"	"1565859_at"	"SNORA71A"
"1367"	"217368_at"	"ATP5G2P1"
"1368"	"234161_at"	""
"1369"	"243551_at"	"RNU1-122P"
"1370"	"213156_at"	"MIR568"
"1371"	"224213_at"	""
"1372"	"1559880_at"	"RNA5SP257"
"1373"	"215603_x_at"	"GGT4P"
"1374"	"235711_at"	"MIR4657"
"1375"	"220806_x_at"	"GNG13"
"1376"	"227662_at"	"SYNPO2"
"1377"	"244108_at"	"SYNPO2"
"1378"	"225720_at"	"SYNPO2"
"1379"	"232119_at"	"SYNPO2"
"1380"	"225721_at"	"SYNPO2"
"1381"	"215439_x_at"	"SYNPO2"
"1382"	"225895_at"	"SYNPO2"
"1383"	"225894_at"	"SYNPO2"
"1384"	"239202_at"	"RAB3B"
"1385"	"242629_at"	"RAB3B"
"1386"	"205925_s_at"	"RAB3B"
"1387"	"205924_at"	"RAB3B"
"1388"	"227123_at"	"RAB3B"
"1389"	"213813_x_at"	""
"1390"	"224346_at"	""
"1391"	"235207_at"	"SNORD7"
"1392"	"228190_at"	"ATG4C"
"1393"	"237732_at"	"PRR9"
"1394"	"208579_x_at"	""
"1395"	"1564131_a_at"	"BSN-AS2"
"1396"	"226891_at"	"XXYLT1"
"1397"	"221043_at"	""
"1398"	"208668_x_at"	"HMGN2P5"
"1399"	"221850_x_at"	"CTGLF11P"
"1400"	"221971_x_at"	"CTGLF11P"
"1401"	"1555322_at"	""
"1402"	"200832_s_at"	"SCD"
"1403"	"211162_x_at"	"SCD"
"1404"	"211708_s_at"	"SCD"
"1405"	"200831_s_at"	"SCD"
"1406"	"218279_s_at"	""
"1407"	"229926_at"	"MIR3682"
"1408"	"204074_s_at"	"CEP104"
"1409"	"204075_s_at"	"CEP104"
"1410"	"243696_at"	"CEP104"
"1411"	"224598_at"	"MIR1229"
"1412"	"236581_at"	""
"1413"	"1553474_at"	""
"1414"	"225045_at"	"CCDC88A"
"1415"	"219387_at"	"CCDC88A"
"1416"	"221078_s_at"	"CCDC88A"
"1417"	"238759_at"	"CCDC88A"
"1418"	"239233_at"	"CCDC88A"
"1419"	"226448_at"	"MIR1182"
"1420"	"213223_at"	"RPL28"
"1421"	"200003_s_at"	"RPL28"
"1422"	"218188_s_at"	"TIMM13"
"1423"	"212355_at"	"KHNYN"
"1424"	"212356_at"	"KHNYN"
"1425"	"208490_x_at"	""
"1426"	"1559229_at"	""
"1427"	"203239_s_at"	"CNOT3"
"1428"	"211141_s_at"	"CNOT3"
"1429"	"229143_at"	"CNOT3"
"1430"	"1570653_at"	"RNU6-1306P"
"1431"	"1552836_at"	"ZNF619"
"1432"	"1560496_at"	"MRGPRF-AS1"
"1433"	"1555220_a_at"	"AKR1E2"
"1434"	"223856_at"	"AKR1E2"
"1435"	"244393_x_at"	"AKR1E2"
"1436"	"224505_s_at"	"PLCD4"
"1437"	"204994_at"	"MX2"
"1438"	"208929_x_at"	"SNORD68"
"1439"	"212191_x_at"	"SNORD68"
"1440"	"215428_at"	""
"1441"	"200610_s_at"	"SNORA75"
"1442"	"202807_s_at"	"TOM1"
"1443"	"222790_s_at"	"RSBN1"
"1444"	"222788_s_at"	"RSBN1"
"1445"	"222789_at"	"RSBN1"
